capacity,it/s,tokens/s,valid_loss,perplexity
0.01,825
825,87.2
135.2,9472.23
6105.94,3.0614
3.0614,8.35
8.35
0.02,825,198.9,4151.95,2.9743,7.86
0.03,825,131.6,6275.77,2.9406,7.68
0.04,825,155.8,5298.43,2.9249,7.59
